University_Name_CN,University_Name_EN,University_Name_Local,City,URL,University_Abbr,University_Other_Name,Description_CN,Description_EN,Unit_CN,Unit_EN,Lon,Lat
斯泰伦博斯大学,Stellenbosch University,,Stellenbosch,https://www0.sun.ac.za/geography/,SUN,"斯特伦堡, 斯坦伦布什",斯泰伦博斯大学在地理信息系统相关领域开设了多个研究生课程，包括：地理信息系统硕士、地理信息科学硕士、地理与环境研究硕士、城市与区域规划硕士、城市与区域科学硕士、地理与环境研究博士、城市与区域规划博士以及地理信息科学博士。,"The Stellenbosch University operates several postgraduate programmes in GIS-related fields, including: MA in GIS, MSc in Geoinformatics, MSc in Geography and Environmental Studies, MA in Urban and Regional Planning, MPhil in Urban and Regional Science, PhD in Geography and Environmental Studies, PhD in Urban and Regional Planning, and PhD in Geoinformatics.",地理和环境研究系,Department of Geography and Environmental Studies,18.864,-33.932
开普半岛科技大学,Cape Peninsula University of Technology,,Cape Town,https://www.cput.ac.za/academic/faculties/engineering,CPUT,,CPUT在其工程与建筑环境学院的土木工程与地理信息系开设了制图学技术硕士课程（https://www.cput.ac.za/academic/faculties/engineering/prospectus/course?i=132&seo=TVRlY2g6IENBUlRPR1JBUEhZ）。除此以外，该系还开设了几个地理信息学的本科和非学位课程。,"The Faculty of Engineering & the Built Environment at CPUT operates a Master of Tech program in Cartography (https://www.cput.ac.za/academic/faculties/engineering/prospectus/course?i=132&seo=TVRlY2g6IENBUlRPR1JBUEhZ) under its Civil Engineering & Geomatics department. In addition to this, the department also operates several undergraduate and non-degree programs in geomatics.",工程与建筑环境学院,Faculty of Engineering & the Built Environment,18.64,-33.932
西北大学,North-West University,,Potchefstroom,https://natural-sciences.nwu.ac.za/geo-spatial-sciences/about-us,NWU,北西大学,西北大学地理和空间科学学院开设了地理空间科学方面的研究生文凭培训、硕士和博士课程。此外，其环境科学和管理组也开设有城市和区域规划硕士和博士课程。,"The North-West University offers postgraduate diploma training, MSc, and PhD programs in geospatial sciences under the School of Geo and Spatial Sciences, as well as MSc and PhD programs in Urban and Regional Planning under its Unit for Environmental Sciences and Management.",地理和空间科学学院,School of Geo and Spatial Sciences,27.0943,-26.687
西北大学,North-West University,,Potchefstroom,https://natural-sciences.nwu.ac.za/unit-environmental-sciences-and-management,NWU,北西大学,西北大学地理和空间科学学院开设了地理空间科学方面的研究生文凭培训、硕士和博士课程。此外，其环境科学和管理组也开设有城市和区域规划硕士和博士课程。,"The North-West University offers postgraduate diploma training, MSc, and PhD programs in geospatial sciences under the School of Geo and Spatial Sciences, as well as MSc and PhD programs in Urban and Regional Planning under its Unit for Environmental Sciences and Management.",环境科学和管理组,Unit for Environmental Sciences and Management,27.0943,-26.687
喀土穆大学,University of Khartoum,,Khartoum,https://graduate.uofk.edu/,U of K,,喀土穆大学是苏丹最大、最古老的大学。该大学有多个GIS相关的硕博项目，包括：地图学和地理信息系统博士、地理信息系统和遥感博士、地理和环境科学博士、地理规划和发展博士、林业博士、测量工程博士、环境科学博士、地理信息系统和遥感硕士、地理信息工程硕士、公共和环境卫生硕士、环境林业硕士、城市设计硕士以及城市规划和管理硕士。,"The University of Khartoum is the largest and oldest university in Sudan. The university has several relevant programs, including: PhD in Cartography and GIS, PhD in GIS and Remote Sensing, PhD in Geographical and Environmental Sciences, PhD in Geographical Planning and Development, PhD in Forestry, PhD in Surveying Engineering, PhD in Environmental Sciences, Master of Science in GIS and Remote Sensing, Master of Science in Geomatics Engineering, Master of Public and Environmental Health, Master in Environmental Forestry, Master of Science in Urban Design, and Master of Science in Urban Planning and Management.",研究生院,Graduate College,32.54,15.61
迦太基大学,Carthage University,,Tunis,http://www.ucar.rnu.tn/ecole-nationale-darchitecture-et-durbanisme/,UCAR,,迦太基大学的国家建筑和城市化学院开设了城市规划的硕士和博士课程。,The National School of Architecture and Urbanism at Carthage University has Master's and Doctoral programs regarding urban planning.,国家建筑和城市化学院,National School of Architecture and Urbanism,10.334,36.87
突尼斯大学,Tunis University,,Tunis,http://www.fshst.rnu.tn/,FSHST,,突尼斯大学授予地理学（空间、社会和领土）和区域发展方向的硕士学位（http://www.fshst.rnu.tn/fr/master），以及地理学的博士学位（http://www.fshst.rnu.tn/fr/doctorat）。,"The Tunis University has Master's degrees (http://www.fshst.rnu.tn/fr/master) in Geography (Space, Society and Territory) and Regional Development. It also grants Doctoral degrees (http://www.fshst.rnu.tn/fr/doctorat) in Geography.",人文和社会科学学院,Faculty of Humanities and Social Sciences,10.1617,36.7939
斯法克斯大学,University of Sfax,,Sfax,http://www.fss.rnu.tn/,FSS,"斯法斯, 斯菲克斯",斯法克斯大学设有地理领土和规划、水资源与可持续发展等两个硕士课程，以及地理学的博士项目。,"The University of Sfax has a Master in Geography, Territory and Planning program and a Master in Water Resource and Sustainability program. It also has a Doctor in Geography program.",,,10.7427,34.7361
加夫萨大学,University of Gafsa,,Gafsa,http://www.ugaf.rnu.tn,UGAF,"加夫沙, 加夫撒",加夫萨大学在自然科学和信息技术方面非常有名。它开设了生态学和环境的硕士课程（http://www.ugaf.rnu.tn/fra/s3519/pages/471/）和地理学及应用的研究生培训项目（http://www.ugaf.rnu.tn/fra/s3311/pages/858/FSG-L.-G%C3%A9omatiques-et-Applications）。,The University of Gafsa is well known in science and information technology. It has a Master in Ecology and Environment (http://www.ugaf.rnu.tn/fra/s3519/pages/471/) program and a Graduate Certification in Geomatics and Applications (http://www.ugaf.rnu.tn/fra/s3311/pages/858/FSG-L.-G%C3%A9omatiques-et-Applications).,,,8.746,34.422
詹杜巴大学,University of Jendouba,,Jendouba,http://www.uj.rnu.tn,UJ,"珍杜巴, 简杜巴, 坚杜巴, 杨杜巴, 金杜巴, 延杜巴",詹杜巴大学开设了森林资源可持续发展的博士项目（http://www.uj.rnu.tn/Ar/%D9%85%D8%AC%D8%A7%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%AD%D8%AB_11_806）。,The University of Jendouba has a doctoral program (http://www.uj.rnu.tn/Ar/%D9%85%D8%AC%D8%A7%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%AD%D8%AB_11_806) in forest resource and sustainability.,,,8.7574,36.5094
卢旺达大学,University of Rwanda,,Kigali,https://cgis.ur.ac.rw/,UR,,卢旺达大学的地理信息和遥感中心成立于1999年。它是一个多学科的地理信息系统和遥感的培训和研究中心。该中心的核心任务是通过GIS和遥感技术解决国家和地区的重要问题，如土地管理、生物多样性保护、可持续城市规划、环境管理和灾害风险管理。该中心也提供GIS和遥感方面的研究生培训以及与Esri合作的其他培训。,"The CGIS at University of Rwanda was formed in 1999. It is a multi-disciplinary training and research center of GIS and remote sensing. The core mission of this centre is to address important national and regional issues such as land management, biodiversity conservation, sustainable urban planning, environmental management and disaster risk management through GIS and remote sensing technologies. It offers postgraduate trainings in GIS and remote sensing and other trainings co-operated with Esri.",地理信息和遥感中心,Centre for Geographic Information Systems and Remote Sensing (CGIS),30.073,-1.96
地拉那大学,University of Tirana,Universiteti i Tiranës,Tirana,https://www.fhf.edu.al/cikli-i-dyte-master-profesional/,FHF,,地拉那大学设有应用地理信息系统的专业硕士学位。该校的主要教学语言是阿尔巴尼亚语，学制为3个学期。该校还授予地理学博士学位。,The University of Tirana has a Professional Master’s Degree in Applied GIS. The primary language of instruction at this university is Albanian. The duration is about 3 semesters. The university also grants PhD degrees in Geography.,,,19.82,41.317
索菲亚大学,Sofia University,,Sofia,https://www.uni-sofia.bg,Uni-Sofia,索非亚,索菲亚大学在其地质和地理学院下提供地理信息系统和制图学硕士课程（https://www.uni-sofia.bg/index.php/bul/universitet_t/fakulteti/geologo_geografski_fakultet/specialnosti/magist_rski_programi/geologo_geografski_fakultet/4_4_nauki_za_zemyata/specialnost_geografiya/geografski_informacionni_sistemi_i_kartografiya），该学位的完成时间为2到3个学期。如果一个学生拥有地理学、地质学、历史地理学、生物地理学、大地测量学、旅游、可持续发展和其他相关专业的本科学位，需要2个学期完成，而如果本科是其他专业的学生，则需要3个学期的时间。索菲亚大学还开设了制图学的博士课程（https://www.uni-sofia.bg/index.php/bul/obrazovanie/doktoranturi/akreditirani_doktorski_programi）。,"The Sofia University offers the Masters in GIS and Cartography (https://www.uni-sofia.bg/index.php/bul/universitet_t/fakulteti/geologo_geografski_fakultet/specialnosti/magist_rski_programi/geologo_geografski_fakultet/4_4_nauki_za_zemyata/specialnost_geografiya/geografski_informacionni_sistemi_i_kartografiya) under its Faculty of Geology and Geography. The completion time is 2 or 3 semesters. For those with an undergraduate degree in geography, geology, historical geography, biogeography, geodesy, tourism, sustainability and other related majors, it takes 2 semesters to complete. For those with other undergraduate majors it takes 3 semesters. The university also has a doctoral program in cartography (https://www.uni-sofia.bg/index.php/bul/obrazovanie/doktoranturi/akreditirani_doktorski_programi).",地质和地理学院,Faculty of Geology and Geography,23.353,42.655
塔尔图大学,University of Tartu,Tartu Ülikool,Tartu,https://www.geograafia.ut.ee/et,UT,塔图大学,塔尔图大学是欧洲最古老的大学之一，也是爱沙尼亚最负盛名的大学之一。地理学院是这所大学的旗舰学院，该学院可以授予地理学的学士、硕士和博士学位。制图学和地理信息系统是该学院的重要教学和研究方向之一，教学内容包括地图设计、地理信息系统、空间数据库、空间数据的综合处理、地理建模和技术解决方案的编程。大多数毕业生在科技公司、测绘公司或政府机构担任GIS分析员、制图员、空间数据管理员、可视化工程师等职务。,"The University of Tartu is one of the oldest universities in Europe and one of the most reputable universities in Estonia. Geography is the flagship institute of this university. The institute can grant bachelor, master, and doctorate degrees in geography. Cartography and GIS are among the important teaching and research directions of this institute. The teaching content of these directions includes map design, geographic information system, spatial database, comprehensive processing of spatial data, geographic modeling, and programming for technical solutions. Most of the graduates work as GIS analysts, cartographers, spatial data managers, or visualization engineers in technology companies, surveying companies, or government agencies.",地理学院,Institute of Geography,26.719,58.381
塔林科技大学,Tallinn University of Technology,Tallinna Tehnikaülikool,Tallinn,https://taltech.ee/meresusteemide-instituut/uurimisgrupid#p22230,TalTech,塔林工业大学,塔林科技大学的海洋动力学建模和遥感研究小组开展了大量与海洋相关的遥感研究项目，并培养博士研究生。该组利用光学、红外和雷达卫星图像、无人机观测和岸基雷达来获取大量数据，并对其进行处理和分析，以描述和评估海洋状况。,"The ocean dynamics modeling and remote sensing research group at the Tallinn University of Technology (TalTech) conducts a large number of ocean-related remote sensing research projects and trains doctoral students. They use optical, infrared, and radar satellite images, drone observations, and shore-based radars to obtain large amounts of data and process and analyze them to describe and evaluate ocean conditions.",海洋系统研究所,Institute of Oceanic Systems,24.669,59.396
国立雅典大学,National and Kapodistrian University of Athens,Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών,Athens,http://en.biol.uoa.gr/,UoA,"雅典大学, 雅典国立卡波蒂斯坦大学, 雅典国立和卡波迪斯特拉大学, 雅典国立和卡波迪斯特里安大学",国立雅典大学在其生物系及地质学和地球环境系提供生态学、健康信息学、自然灾害和环境管理方面的硕士和博士学位。,"The university offers master's and doctoral degrees in ecology, health informatics, natural disaster, and environmental management.",生物系,Department of Biology,23.778,37.968
国立雅典大学,National and Kapodistrian University of Athens,Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών,Athens,http://www.geol.uoa.gr/index.php/en,UoA,"雅典大学, 雅典国立卡波蒂斯坦大学, 雅典国立和卡波迪斯特拉大学, 雅典国立和卡波迪斯特里安大学",国立雅典大学在其生物系及地质学和地球环境系提供生态学、健康信息学、自然灾害和环境管理方面的硕士和博士学位。,"The university offers master's and doctoral degrees in ecology, health informatics, natural disaster, and environmental management.",地质学和地球环境系,Department of Geology and Geoenvironment,23.778,37.968
拉脱维亚大学,University of Latvia,Latvijas Universitāte,Riga,https://www.lu.lv/en/about-us/structure/institutes/ul-institute-of-geodesy-and-geoinformatics/,LU,,拉脱维亚大学的大地测量学和地理信息研究所（IGG）是波罗的海地区最大、最古老的地理信息学类研究所。目前，该所授予学士、硕士和博士学位。其中，硕士课程的专业方向是空间发展和规划，主要涉及的教研科目包括空间规划、规划中的社会心理学、地理信息系统、战略和项目管理、环境科学等。该项目的完成时长为2年。此外，该校地理系还开设了传统的自然地理学和人文地理学硕士课程，以及地理学博士课程。,"The  Institute of Geodesy and Geoinformatics (IGG) at the University of Latvia is the largest and the oldest geoinformatics institute in the Baltic region. It currently awards bachelor, master, and doctorate degrees. Among them, the major of the master's program is spatial development and planning, and the main subjects are social psychology of planning, spatial planning, geographic information system, strategy and project management, and environmental science. This is a 2-year program. In addition, the Department of Geography at this university also operates traditional master's programs in physical geography and human geography, as well as doctoral programs in geography.",大地测量学和地理信息研究所,Institute of Geodesy and Geoinformatics,24.114,56.951
考纳斯科技大学,Kaunas University of Technology,,Kaunas,https://apinien.ktu.edu/,KTU,"考纳斯工业大学, 考纳斯理工大学",考纳斯科技大学是立陶宛的一所著名研究型大学。其环境工程学院是该国最早开始地理信息系统相关研究的院系之一。目前，该校有一个智慧城市研究中心，从事城市科学、三维城市建模、BIM、城市数据科学和机器学习等领域的研究。该大学可以授予学士、硕士和博士学位。,"Kaunas University of Technology is a reputable research university in Lithuania. Its Institute of Environmental Engineering is one of the first departments in the country to start GIS-related research. At present, there is a smart city research center within this institute. The center is engaged in research in the fields of urban science, 3D urban modeling, BIM, urban data science, and machine learning. The university can grant bachelor, master, and doctorate degrees.",环境工程学院,Institute of Environmental Engineering,23.911,54.899
维尔纽斯格迪米纳斯技术大学,Vilnius Gediminas Technical University,,Vilnius,https://vilniustech.lt/for-international-students/degree-programmes-in-english-language-20222023/graduate-studies/innovative-solutions-in-geomatics/287824,Vilnius Tech,"维尔纽斯理工大学, 维尔纽斯科技大学, 维尔纽斯技术大学, VGTU",地理学创新解决方案普通工程硕士（https://studyin.lt/programs/innovative-solutions-in-geomatics/）是维尔纽斯格迪米纳斯技术大学（维尔纽斯理工大学）开设的授课型硕士学位，学制为3个学期（1.5年）。该硕士课程的重点包括大地测量学、地图学、地理信息系统、地理信息学、普通工程和应用工程。该项目是与里加理工大学联合开办学的。,"The Master of General Engineering in Innovative Solutions in Geomatics (https://studyin.lt/programs/innovative-solutions-in-geomatics/) is a 3-semester (1.5 years) program offered by the Vilnius Tech. Focuses of this masters course include geodesy, cartography, GIS, geomatics, general engineering and applied engineering. It is jointly operated with the Riga Technical University.",和里加理工大学合办项目,Joint program with RTU,25.337,54.72
圣基里尔麦托迪大学,Saints Cyril and Methodius University,Универзитет „Св. Кирил и Методиј“,Skopje,http://www.ukim.edu.mk,UKIM,圣西里尔和美多迪乌斯大学,位于斯科普里的圣基里尔麦托迪大学是北马其顿最大、最古老的公立大学，它的校名来自于9世纪的两位拜占庭神学家基里尔和麦托迪乌斯。该校地理系开设了制图学和地理信息学的硕士学位（http://www.ukim.edu.mk/dokumenti_m/Studiski-programi-II_ciklus-2021.pdf，马其顿语：картографиј и географски информацики системи），以及地理学博士学位（http://www.ukim.edu.mk/mk_content.php?meni=165&glavno=8）。,The Saints Cyril and Methodius University in Skopjeis the oldest and largest public university in North Macedonia. It is named after two Byzantine theologians Cyril and Methodius of the 9th century. The Faculty of Geography has a master's program (http://www.ukim.edu.mk/dokumenti_m/Studiski-programi-II_ciklus-2021.pdf) in cartography and geoinformatics (картографија и географски информациски системи). The university also has a PhD degree program (http://www.ukim.edu.mk/mk_content.php?meni=165&glavno=8) in geography.,地理系,Geography Department,21.444,42
华沙大学,University of Warsaw,,Warsaw,http://geoinformatics.uw.edu.pl/,UW,,华沙大学的地理信息学、地图学和遥感系有众多的专家，从事与地理信息系统、地图设计和遥感图像处理有关的研究。这个系的前身可追溯到该校地理系在1962年开设的遥感课程。后来，以这门课程为基础，一个新的遥感实验室被发展了起来。1969年，大学在这个实验室的基础上，又成立了一个独立的地理信息学系。目前，该系提供硕士和博士学位课程，其研究重点包括：1）高分辨率和高光谱图像在山区植被分析中的应用；2）高分辨率和高光谱图像在城市规划和结构分析中的应用；3）遥感和卫星图像在环境变化研究中的应用；以及 4）遥感和地理信息学在环境研究中的发展。,"The Department of Geoinformatics, Cartography and Remote Sensing at the University of Warsaw is home to a number of scientists engaged in research related to GIS, map design, and remote sensing image processing. The predecessor of this department is the remote sensing course in the Department of Geography that dates back to 1962. Later, this course was developed into the remote sensing laboratory. In 1969, built upon this laboratory, a separate department in geoinformatics was established. At the present, this department offers MS and PhD degree programs, and tits research focuses include: 1) Application of high-resolution and hyperspectral images in mountain vegetation analysis; 2) Application of high-resolution and hyperspectral images in urban planning and structural analysis; 3) Application of remote sensing and satellite imagery in environmental change research; and 4) Development of remote sensing and geoinformatics for environmental research",地理信息学、地图学和遥感系,"Department of Geoinformatics, Cartography and Remote Sensing",21.019,52.241
华沙工业大学,Warsaw University of Technology,,Warsaw,https://www.gik.pw.edu.pl/gik,PW,"华沙理工大学, 华沙科技大学",华沙工业大学的大地测量学和地图学学院是波兰最古老的GIS相关院系。它成立于1921年，已有超过100年的历史。该学院的研究生课程主要包括大地测量学、地图学和空间规划等方向。该学院共有80名导师，归属于8个系。其中，大地测量学和制图学系有硕士和博士学位课程，而空间规划系只开设了硕士学位课程。大地测量学和地图学系研究的方向包括大地测量学、房地产管理、遥感、地图学、地理信息系统、空间信息科学和移动地图与导航。其中，移动地图与导航方向有一个用英语授课的硕士学位课程。空间规划系的研究方向包括城市设计和环境空间规划等。,"The Faculty of Geodesy and Cartography at Warsaw University of Technology is the oldest GIS-related department in Poland. It was established in 1921 and has a history of more than 100 years. Graduate programs of the department mainly include geodesy, cartography, and spatial planning. There are a total of 80 faculty members working in 8 departments within this faculty. Among them, geodesy and cartography have master's and doctoral degree programs, while spatial planning only has a master's degree. The specific directions of geodesy and cartography include geodesy, real estate management, remote sensing, cartography, geographic information systems, spatial information science, and mobile map and navigation. Among them, mobile map and navigation have a master's degree program taught in English. The specific directions of space planning include urban design and environmental space planning.",大地测量学和地图学学院,Faculty of Geodesy and Cartography,21.006,52.221
什切青海事大学,Maritime University of Szczecin,,Szczecin,https://www.am.szczecin.pl/pl/studenci/studia-podyplomowe/wydzial-nawigacyjny-podyplomowe/geoinformatyka-i-teledetekcja-rodowiska/,MUS,,什切青海事大学位于波兰西北部的重要港口城市什切青。这所大学最著名的是其海事导航系，该系开设了地理信息学和环境遥感的硕士学位课程。该课程的教学和研究范围包括空间信息系统、空间分析、地理可视化、空间数据库、GNSS定位方法、环境遥感、图像数据处理、数字摄影测量和现代遥感方法。这是一个授课型学位课程，共有221个必修的课时学分。,"The Maritime University of Szczecin is located in Szczecin, an important port city in northwestern Poland. This university is best-known for its maritime department. In this department, there is a master's degree program in geomatics and environmental remote sensing. The subject scopes of this program include spatial information systems, spatial analysis, geographic visualization, spatial databases, GNSS positioning methods, environmental remote sensing, image data processing, digital photogrammetry, and modern remote sensing methods. This is a class-based degree program with a total of 221 hours of coursework requirements.",海事导航系,Department of Maritime Navigation,14.559,53.429
雅盖隆大学,Jagiellonian University,,Cracow,https://studia.uj.edu.pl/en_GB/kierunki/wgig/geografia,UJ,,雅盖隆大学的地理和地质系开设了地理学硕士课程，其中一个专业方向是地理信息系统。该课程以波兰语授课，需要两年时间完成。,"The Faculty of Geography and Geology at Jagiellonian University has a Master's program in Geography, with one of its concentrations being the GIS. The course is taught in Polish language and it takes 2 years to complete.",地理和地质系,Faculty of Geography and Geology,19.934,50.061
弗罗茨瓦夫环境与生命科学大学,Wroclaw University of Environmental and Life Sciences,,Wroclaw,https://www.igig.up.wroc.pl/en/,UPWr,,"弗罗茨瓦夫环境与生命科学大学的大地测量学和地理信息学研究所广泛开展各种地理信息科学领域的研究。该所的 ""大数据 ""团队（https://spaceos.igig.upwr.edu.pl/big-data/）研究人类流动、地理隐私、动物运动、公用事业需求预测等的课题。该团队的目标是利用移动技术来保护隐私，改善公共设施的智能使用，并将复杂的时空现象可视化。该团队的研究重点是运动数据集以及对旅行实体的描述，此外在地理信息学和其他类型的时空数据方面也在开展研究。在机器学习的帮助下，该团队正在寻找时空数据里的隐藏模式，对其建立现实模型，从而提出支持可持续社区发展的创新解决方案。该团队进行的移动性研究在智能城市解决方案、运输系统优化以及人类和动物世界的疾病传播建模方面有广泛的应用。","Institute of Geodesy and Geoinformatics of Wroclaw University of Life Sciences is widely involved in the research in the field of geographic information science. A group of young and ambitious scientists collaborates in the ""Big Data"" team (https://spaceos.igig.upwr.edu.pl/big-data/), working on topics related to human mobility, geoprivacy, animal movement, and utilities demand forecasting. The goal of this team is to harness mobile technology to protect privacy, improve the smart use of utilities, and visualize complex spatio-temporal phenomena. Scientists there are especially focused on movement datasets, describing traveling entities but we have a wider experience in geoinformatics and analyzing any kind of spatio-temporal data. With an aid of machine learning, they are looking for hidden patterns, and building models of the real world to create innovative solutions supporting sustainable community growth. The mobility research they undertake has broad applications in smart city solutions, transport system optimization, and modeling of disease transmission in the human and animal worlds.",大地测量学和地理信息学研究所,Institute of Geodesy and Geoinformatics,17.064,51.111
布加勒斯特大学,University of Bucharest,,Bucharest,http://geo.unibuc.ro/,Uni-Buc,,布加勒斯特大学开设了数个GIS相关的硕士学位课程，授课语言为罗马尼亚语，它们包括：应用地理学和区域发展硕士、地理信息系统硕士、地貌学和制图学硕士、危险管理硕士、城乡规划和管理硕士等。该校还开设了地理学和测量学的研究生培训课程。该学院还开设了自然与可持续发展的博士生项目（https://scoaladoctorala.geo.unibuc.ro/home/）。此外，该校还有一个地理相关的跨学科博士计划（http://doctorat.unibuc.ro/scoala-interdisciplinara-de-studii-doctorale-a-universitatii-din-bucuresti/）。,"The University of Bucharest offers several GIS-related master's degree programs in the Romanian language. They include the masters in applied geography and regional development, masters in geographic information systems, masters in geomorphology and cartography, masters in hazard management, and masters in rural-urban planning and management. There is a graduate certificate program in geomatics and surveying. The faculty also operates the Nature and Suistainable Development Doctoral Program (https://scoaladoctorala.geo.unibuc.ro/home/). In addition, this university has the opportunity to do a interdisciplinary doctoral degree (http://doctorat.unibuc.ro/scoala-interdisciplinara-de-studii-doctorale-a-universitatii-din-bucuresti/).",地理系,Faculty of Geography,26.101,44.435
莫斯科国立大学,Lomonosov Moscow State University,,Moscow,http://www.geogr.msu.ru/,MSU,莫斯科国立罗蒙诺索夫大学,莫斯科国立大学位于俄罗斯首都莫斯科。该校的地图学和地理信息学系的前身是在1930年代建立的。该系隶属于由俄罗斯帝国著名的人类学家、地理学家德米特里·阿努钦于1884年创建的地理学院。苏联时期最著名的地理学家、探险家、俄罗斯制图学的先驱K. A. Salishchev曾在这里任教并担任过该校副校长，他发现并勘测了切尔斯基山脉，后来被授予十月革命勋章和苏联国家奖。目前，地理学院有800多名学生，其中包括约140名硕士或博士研究生，是欧洲最大的地理学院之一。地图学和地理信息学系是该学院的九个系之一，研究内容包括制图学、测绘学和遥感，其中的重点是制图学和地图设计的数学方法和理论研究。,"The Lomonosov Moscow State University is a university located in the Russian capital city of Moscow. This university has a Department of Cartography and Geoinformatics, whose predecessor was established in the 1930s. This department is affiliated to the Faculty of Geography that is founded in 1884 by Dmitry Anuchin, a famous anthropologist and geographer in the Russian Empire. The most celebrated geographer, explorer, and the pioneer of Russian cartography during the Soviet Union period, K. A. Salishchev, who discovered and surveyed the Chersky Range and was later awarded the Order of the October Revolution and the USSR State Prize, was once a professor in this department and also served as the vice president of the university. Currently, the Faculty of Geography has more than 800 students, including about 140 postgraduates at Master's or PhD levels. It is one of the largest geography institutes in Europe. The Department of Cartography and Geoinformatics is one of the nine departments of the faculty. The research content includes cartography, surveying and mapping, and remote sensing, with emphasis on the mathematical methods and theoretical research of cartography and map design.",地图学和地理信息学系,Department of Cartography and Geoinformatics,37.526,55.704
圣彼得堡国立大学,Saint Petersburg State University,,Saint Petersburg,http://earth.spbu.ru/structure/branches/cartography/,SPBU,St. Petersburg,圣彼得堡国立大学位于俄罗斯第二大城市圣彼得堡，其地球科学研究所设有地图学和地理信息学系。该系的一个重要目的是为地球科学研究所的所有学生提供大地测量学、制图学和地理信息系统的培训，以便让他们在地球科学的研究中利用这些方法。该系可授予地图学、地理信息学和应用大地测量学的硕士学位，以及地理信息和地图学的博士学位。此外，该校还开设了两个2年制的英语授课的硕士学位课程，分别是经济地理学和数字空间分析与地理信息制图。,"St. Petersburg State University is located in St. Petersburg, Russia’s second-largest city, and its Institute of Earth Sciences includes the Department of Cartography and Geoinformatics. An important purpose of the department is to provide geodesy, cartography, and GIS trainings for all students in the Institute of Earth Sciences regardless of their majors, so that these methods can be utilized in the research of earth sciences. The department offers the master's degree in cartography, geoinformatics, and applied geodesy, as well as a doctorate degree in geographic information and cartography. In addition, the school also offers two 2-year master's degree programs with English instructions, namely Economic Geography and Digital Spatial Analytics and Geographical Information Mapping.",地图学和地理信息学系,Department of Cartography and Geoinformatics,30.297,59.941
古布金大学,Gubkin University,,Moscow,https://gubkin.ru/faculty/automation_and_computer_science/index.php,Gubkin,"古柏金大学, 古拜金大学, Russian State University of Oil and Gas, 俄罗斯国立石油和天然气大学",古布金大学位于莫斯科，又称俄罗斯国立石油和天然气大学。这所大学主要侧重于石油能源及其相关学科，它没有专门的地理系，但在其自动化和计算机工程学院下，有开设了GIS相关的硕士学位课程，其主要方向是利用地理信息系统、测量学、计算机科学和数据科学来监督管理石油工业的油田生产和运作。该项目中的计算机课程是与计算机科学系的学生一起教授课的。该专业最适合那些希望将地理信息的相关知识应用于石油和天然气行业的同学。此外，该校的石油地质和地球物理系还开设了石油和天然气地理和地质生态方向的硕士课程，课程结构与其他一些大学的环境和自然资源管理课程类似，即使用计算机和统计学的方法来进行资源管理和生态监测。,"Gubkin University, also known as the Russian State University of Oil and Gas, is a university located in Moscow. This university mainly focuses on petroleum energy and related disciplines. This university does not have a specific geography department, but under its College of Automation and Computer Engineering, there is a related master's degree program. The main direction of this degree program is to use information systems (i.e. the GIS), surveying, computer science, and data science to supervise and monitor the oilfield production and operations of the petroleum industry. Computer courses are taught along with the computer science department. This program is best for those who want to apply geographic information and other related knowledge to the oil and gas industry. In addition, the Department of Petroleum Geology and Geophysics offers a master's program in the direction of oil and gas geography and geoecology, which is similar to the environment and natural resource management programs in some other universities. It uses computers and statistical methods to conduct resource management and ecological monitoring.",自动化和计算机工程学院,College of Automation and Computer Engineering,37.553,55.692
圣彼得堡矿业大学,Saint Petersburg Mining University,,Saint Petersburg,https://spmi.ru/node/12953,SPMI,,圣彼得堡矿业大学是俄罗斯历史上第一所高等技术教育机构。其经济学院设有系统分析与控制系，提供信息系统和技术方面的硕士课程。该学位课程为期3个学期，旨在培养既有地理信息系统专业技能、又有石油和采矿专业背景的跨学科人才。该专业的学生将学习石油地质、采矿工程、工业安全、过程控制等相关行业的课程，并接受大地测量学、地图学、地理信息系统、通信、商业管理、行政管理等相关技能的培训。,"The Saint Petersburg Mining University is the first higher education institution of technology in Russian history. Its Faculty of Economics has the Department of System Analysis and Control, which offers master's programs in information systems and technology. This degree program lasts for 3 semesters and aims to train interdisciplinary talents with both professional skills in GIS and backgrounds in the petroleum and mining industry. Students in this program will take classes in petroleum geology, mining engineering, industrial safety, process control, and other related industries, and will also be trained in geodesy, cartography, GIS, communications, business management, administrative management, and other relevant skills.",系统分析与控制系,Department of System Analysis and Control,30.265,59.93
